,review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
134522,R13R45IJ9ZA0KY,5,26,26,N,Y
134950,R1IPFL0XK06TVZ,5,23,25,N,Y
135071,R2VUPBS8XFYBBA,1,140,152,N,Y
135121,R3R7KQZ62AABPD,4,22,24,N,Y
135359,R1MDZ64Z9TWCZM,1,24,28,N,Y
135724,R1FMW3AZPRB683,1,16,21,N,N
136416,REGHRK3ZR0NFG,3,21,23,N,Y
136602,R3AFVI69161BQA,5,64,67,N,N
136711,R2OBIG3ZQIWGRR,1,23,25,N,Y
136765,RGUHTD0TPUNLG,4,54,59,N,Y
137411,RRAENW62URRYW,5,33,36,N,N
137505,R3VUTWUSYROWXO,5,31,34,N,Y
137612,R13GXZQE21JYHV,5,22,22,N,Y
137849,R16JVY463VRHJZ,5,24,25,N,Y
138176,RTT2O5SGXE3SE,1,35,36,N,Y
138208,R2NVX4K21E1GZC,5,51,53,N,Y
138691,R2O3DVR1ER0QZ4,4,28,31,N,Y
138973,RSJXK7A243GYT,5,25,27,N,Y
139404,R1CBYININVPE8G,1,22,34,N,N
139412,R8QQ6Z96LMJC7,1,0,21,N,Y
139548,R34NRU6XGK5DZ1,4,5,28,N,N
139618,RR14KAHQ06X39,3,29,31,N,Y
139735,R2GUIZLYSTNPOK,4,29,33,N,Y
139891,RWEHL2DCKQY6R,2,41,45,N,Y
140019,R33BX0P6E5FPWW,4,39,41,N,Y
140215,RP8OLR41EWTNP,5,38,38,N,Y
140311,R3HJQAH78O200B,5,16,20,N,Y
141200,R213QJVM52UNIZ,4,23,25,N,Y
142019,R2UGS6UDCD2E9Z,1,34,34,N,Y
142314,R1F7X106YYF9RP,2,21,23,N,Y
142609,R1N301JFY6Y4DK,5,52,56,N,N
142903,RV26VIGO3NGWB,5,36,41,N,Y
142926,RRZLQTYW8S6F8,3,20,23,N,Y
143117,REZ05NY223IJ4,5,21,21,N,N
143377,RU7NFQBXD1TEK,1,46,47,N,Y
143581,R1ADR25UR8FE63,1,33,33,N,Y
143753,R2EE9EXBL4E3VJ,5,70,75,N,Y
143995,R1L0GLAWKT4FPK,2,29,30,N,Y
144744,R2GXUPHY9OXOKM,4,113,114,N,Y
144816,RL8SBUC2F1XRC,5,30,31,N,Y
145077,R2GP1HV2TA9GF8,4,22,23,N,Y
145179,R2H4M21GLTVXVM,5,61,61,N,Y
145324,R172W650OOUXOA,5,60,61,N,N
146357,R39VQ7LRRD7WAO,4,28,31,N,N
146609,R3UNS3I9Q071KY,2,25,28,N,Y
147231,R2KQ0UPUCMQHQS,5,18,20,N,Y
147650,R23Z0GWX184PII,5,152,153,N,Y
147667,R6AJEUIA9I5W1,5,57,59,N,N
147707,R3E1X9Q66GFKFL,1,41,57,N,Y
147942,R10BWKECPQCRFX,4,55,60,N,N
148050,R3VSUQNVAWZDUX,2,24,26,N,Y
148239,R1EUGLNCSE7R6H,5,35,39,N,Y
148352,R2DMLBLAG2GJJS,5,32,34,N,Y
148821,R3J9Q3YICGZ2E8,4,20,20,N,Y
149146,R2TU7ZN4JGD2A1,2,20,21,N,Y
149325,R5GF46U3PHCB7,5,23,24,N,Y
150409,R21IJA3TW4P1EK,5,29,29,N,Y
150477,R1SY0P3MKY2HIZ,5,28,28,N,Y
150898,R8FQO9KKD5GT0,2,54,58,N,Y
151173,R2YZ59QCQL86WT,4,23,26,N,Y
151515,R1Q56L3A0LQ5EQ,5,41,42,N,Y
152311,R21HGU4DATT4SI,5,19,20,N,Y
152928,RVTTSEH6Y56W1,5,36,41,N,Y
152935,R3LERFXPIIV9SA,1,54,61,N,Y
153326,R3K85NWF04W2UI,5,26,26,N,N
153487,R1AUHMIKJ571BQ,3,38,40,N,Y
153806,R349PNP7RKCP6U,4,32,36,N,Y
153897,RPDNBQKZ8ZS3N,2,53,58,N,Y
153957,R131VCMLT701HQ,1,16,20,N,Y
154060,RDQ9XXQ9DG4O3,5,25,33,N,Y
154183,RN6LRKHOPFUH9,4,54,62,N,Y
155270,R1MY6V7AUDO98V,5,26,27,N,Y
155762,R1RFJG5Y9QH8NO,5,31,31,N,Y
155943,R5EYPVEY7WZTE,4,21,22,N,Y
156404,R2VUUJI7JCPMPY,5,28,28,N,Y
156469,R21FJAJRAVGRXO,3,25,26,N,Y
156644,RRT825FF4PD4S,5,24,26,N,Y
156789,R2K6X5RBVRRLU0,5,21,22,N,N
157045,R3QE35WJQJ2YL1,5,367,380,N,Y
157048,R18N85OQ4Q89UC,5,62,64,N,Y
157134,R237NLUEWPO0F2,1,24,27,N,Y
157274,R3I352PUN2QEDF,2,21,26,N,Y
157428,R1ZA269CE61F3S,5,26,27,N,Y
157570,RW4U0OT6P9CU,3,52,61,N,Y
158041,R1JIPJB0AMTFXE,5,41,44,N,N
158421,R358I88GTOQALH,5,66,70,N,Y
158455,R314D78FI7VSCJ,1,30,30,N,Y
158512,R1UVXQKQSARVVZ,5,57,61,N,Y
158634,R1IFZVL7MKJ7SM,1,40,44,N,Y
160002,R26FA4ABNLBAMS,5,26,26,N,Y
160188,RBXK9FOTP1TW8,5,68,70,N,Y
160584,R1XFVIIFMSFIZG,1,19,20,N,Y
160699,R35S0FFB69HA71,5,24,28,N,Y
160736,R7V9VQUGC04ME,5,33,36,N,Y
161165,R3FSN8ST7SHGCB,5,35,39,N,Y
161213,RA0G11PR0FM89,1,29,33,N,N
161382,R2F99N2AXF9IP8,5,21,22,N,Y
161430,R19RWHJ8UX9KEN,1,43,46,N,Y
161540,R22ZDW9Z9KQP0,1,25,25,N,Y
161849,R2N3YS92MJ1KY4,5,82,83,N,Y
161944,R2WHPN0GLW9INZ,2,21,23,N,Y
162668,RTWOFIDEE94WH,4,57,58,N,Y
164334,R3W0UP5BU4JKNF,3,21,28,N,Y
164803,RMS1YKSDMABU5,3,29,31,N,Y
164865,R12XBGNJU89LRE,5,19,21,N,Y
165101,RTV4GZKJC41HJ,4,33,34,N,Y
165761,R2B4FFR8ANLZ08,5,23,23,N,Y
166496,R19BYEF0LL8J1N,5,82,84,N,N
166808,R2JBGB4K1VYDIN,1,40,45,N,Y
167099,R2B3MU8YZERGN9,2,30,33,N,Y
167233,R26YDFGMO76GNY,5,32,33,N,N
167247,RRQ65QA03FI56,2,31,33,N,N
167883,R3IV7I8IJ57DIT,5,120,122,N,Y
168257,R3DMXLAC1U3IHN,1,48,54,N,Y
169062,R3KZORPO6P1MOT,1,44,44,N,Y
169262,R3ATS5N34K5N2T,4,26,30,N,Y
169338,R3T68JFP1EM2N6,5,42,43,N,N
169748,R1Q9DB1JRNJIU3,1,58,68,N,N
170267,R1SUT0WD8IL69Z,2,1,28,N,Y
170405,R2WGHNX1PBAFAZ,5,68,72,N,N
170509,R3P7UH3QN33T89,1,31,31,N,Y
170891,R1LNU8RUU46JJT,5,85,89,N,Y
171667,R2RP3ISH2EHX29,5,25,29,N,Y
172030,R1PEHV8M87YAFJ,1,20,20,N,Y
172175,R125OULGFJAQH0,5,67,67,N,Y
172639,R17C9M0HXJ8T6D,1,32,34,N,Y
172988,R2WH7ZL1LSVP0H,1,58,63,N,Y
173154,R20SZMQIT0EFLW,3,25,27,N,Y
173235,R3TNO9G93Z2F42,5,38,39,N,Y
173251,R299S73FZ84I64,1,26,27,N,Y
173995,R3L7FGAKQ9P2BM,4,34,37,N,Y
174051,R24W5KGQUI0HEJ,5,24,24,N,Y
174674,R37PDEQDC3W3YK,4,37,37,N,Y
175570,RFRT170QG5YXK,1,28,31,N,Y
175727,R10QUQN7C35YCY,1,55,57,N,Y
175951,R243WG5QVLALVU,5,20,21,N,Y
175965,R3DITERYI1XRAK,1,4,25,N,N
176194,R12XRR34CV7KP8,5,29,30,N,Y
176310,RZFRBKVRZGP0A,5,28,29,N,Y
176454,RY992ZL4EIHHU,4,25,29,N,N
176599,RGKFAX7T3OYXK,1,24,26,N,Y
176679,R1SSW9IDTYY3LW,5,22,22,N,Y
177136,RFUC42JSZRBX7,5,27,29,N,Y
177141,RN48EC0730YZJ,2,101,111,N,Y
177785,R3JW8JPPF2R7D4,1,35,35,N,Y
178086,R36J0BSG4F14OV,5,23,23,N,Y
178360,R39UGNDWTIUKDR,2,20,21,N,Y
178601,RCPJVNUO8OLOF,3,23,24,N,Y
179259,R3A73BR3Y13RFN,1,47,53,N,Y
179446,RSSBU79G61OLN,1,21,21,N,N
179654,R2V3ZCEJ5VYOUJ,4,25,26,N,Y
179986,R3S4U3Y3FUM9P6,5,29,30,N,Y
180039,R2TZUDJVTLO9ZL,5,33,34,N,Y
180424,R28XSG33IAEA0T,1,40,48,N,Y
180511,R1F0LL86JNNTGG,5,20,21,N,Y
180619,RJA40783FH208,1,29,29,N,N
181002,R1NDLOQA47437U,4,37,38,N,Y
181085,R2Z5JKTK5FWFP7,5,33,33,N,Y
181639,R1IOLPEY218BCA,5,39,39,N,Y
181716,R2RF85CL1D9CFJ,5,20,21,N,N
182076,R1Y0QEYK9CA11S,5,32,32,N,Y
182097,R1QT53KVJI4D3T,1,28,29,N,Y
182161,R3CV8FMJU4MSC1,5,22,22,N,Y
182290,R4Q3RCNLLX9Z0,5,19,22,N,Y
182543,R2OBOP8SF2TQA5,1,30,30,N,Y
182580,R2NDY92SCTP9XK,1,15,22,N,Y
182615,R2E7HYB5NGIPL0,4,114,119,N,Y
183565,R8S8WXHDJN5FA,5,32,33,N,Y
183998,R3L8O6WJRCDUUH,5,32,33,N,N
184027,R8X0ABKJS4KFE,1,80,83,N,N
184032,R2T9LV3OS2Y3MJ,5,35,36,N,Y
184126,R387ICKIRY14HT,5,22,22,N,Y
184353,R30OLNT7UTZVQ4,5,24,24,N,Y
184771,R25RPL4OBL8ERI,3,22,30,N,Y
184955,R36CKSK5ODEGJD,4,21,21,N,Y
185123,R7V6EPVX63TMC,4,33,36,N,Y
185215,R2IO0P7FKQFSUG,1,32,36,N,Y
185349,RAYDV3VOTMNV2,4,70,73,N,Y
185623,R2DAES5UFK6I93,5,60,67,N,Y
186025,R2MJXSDFJZQ6XF,2,18,21,N,Y
186219,R1BATOKVC7SMV7,5,51,52,N,Y
186474,RNWININWZRX4L,5,24,24,N,Y
186776,R310NH9P9VMCOW,5,19,23,N,N
186815,RS0B8RWRMF3Z,5,27,27,N,N
186840,R22QFCO4239AA8,3,45,45,N,N
187001,RALD79140KH1E,5,26,27,N,Y
187420,R1U3OYXVIPUP4Y,5,36,39,N,Y
187422,R2GRI546K9K4J9,5,50,51,N,Y
187491,R35R67C4A7RIMX,1,114,119,N,Y
188692,R1X5LICUZVNZA9,1,31,31,N,Y
188744,REULK5TD0G4ZN,5,32,36,N,Y
189147,RSCTM26PXPZ8S,5,19,20,N,Y
189630,R2DL63U2232EG2,5,52,52,N,Y
189888,R10FA1ZXOF24AD,3,19,20,N,Y
189979,RES7UCTBFAKC2,5,20,21,N,N
190217,R1W0PFMRPO3LDW,5,33,34,N,Y
190403,R2RQDPPLRNYDGH,4,23,24,N,Y
191153,RO8Z3R9H4QW3W,4,35,36,N,Y
191280,R2BSV5BHVW7IJA,5,23,23,N,Y
191502,R3I2SBPR6VVHQS,1,20,21,N,Y
191543,R1QKNL96TS47H9,4,22,26,N,Y
191778,RQMV2D051ZI4K,5,27,28,N,Y
192092,R32S5XGQ52U7ZL,3,21,23,N,Y
192597,R210CSXCAYZQHN,2,25,27,N,Y
192736,RH9L1CTMI8LC8,5,97,100,N,N
193133,R3AY97HFJ9ZKTL,1,20,21,N,Y
193539,RJ9VEXQM2XGKE,4,19,22,N,Y
193691,R3CYUSZEDE000M,5,40,40,N,Y
193771,R5XKK3MLRFCF5,5,19,20,N,Y
193831,R15AU3G0EM9Q1R,5,30,36,N,Y
194375,R35KKFJMLJTRKZ,5,21,22,N,N
194825,R331W29PO88L4,2,58,59,N,Y
195529,R10ADA59MFVDMU,5,24,27,N,Y
195551,R3SH46L7OZG2KT,5,23,24,N,N
196251,R1JQ6FVMNPTTGJ,5,58,58,N,Y
196464,R1P6XGSH29EQ4S,5,116,143,N,Y
197546,R2AHIAI5US0YEE,5,20,21,N,Y
197555,RDDQ0ACAVFFQ2,3,45,47,N,Y
198073,R2DIYZS8X5IGZK,2,28,30,N,Y
198119,R2ERIZN1YSK6O7,5,33,37,N,N
198128,RQ48SVI7S5BO4,2,58,60,N,N
198189,R3I795RQCEILBC,5,19,21,N,Y
198369,R15DIW09E3VU3P,1,22,25,N,Y
198580,RFQU2AXR9ASBK,1,20,22,N,Y
198781,R3667CE0RA03ER,5,33,33,N,Y
199158,R3C6K3XWQ3S9II,1,32,40,N,Y
199213,R1VQ66ZP4H3XUB,4,28,28,N,Y
199257,R284JT9PO9O5WO,5,66,68,N,Y
200011,R1F1TDBQ2V5JJJ,1,40,57,N,Y
200109,R3C8UGM4O88K8Q,3,20,20,N,Y
200290,R1C1VETD7WZR6G,3,23,24,N,N
200427,R261FA57P5Q992,5,78,91,N,Y
200537,R3AT269TLW87Y9,5,64,65,N,N
200892,R2W7A1LNTHORTB,5,37,41,N,Y
201211,R3TOP1E0RDDHCM,1,309,315,N,Y
201772,RJIR09UKT43JP,2,75,85,N,Y
201812,R2U3RG6ORMXCUJ,5,24,25,N,Y
201879,R1EVYTELAJURVH,3,33,35,N,Y
201883,RGON42KT156N7,1,26,29,N,Y
202097,RNK80N4SSU9CH,3,22,28,N,Y
202111,RQ6ASGQDIEY9L,4,28,34,N,Y
202437,R3AAVU3DLN814A,4,21,21,N,Y
202883,R1J7QYKU7IVEU8,1,28,29,N,Y
202984,R12J23491T61WQ,3,35,37,N,Y
203078,R1X9OKQJYQIOUM,1,68,70,N,Y
203444,R1LNZ8G598PHIP,5,33,34,N,Y
203551,RL0ULNSR2V26K,1,25,25,N,Y
203591,R2EPDVIQN20OQ,4,28,28,N,Y
203622,R1N8WR2AIO24EM,5,22,25,N,Y
203992,R3CVO2TWDA0CP6,5,32,34,N,Y
204427,R1OK9S1ONX7WRT,5,21,21,N,Y
204497,RNSIUMCJ4W6ZA,5,76,78,N,Y
204516,RVLCJCWY6EYVT,1,22,29,N,Y
204890,R7TG971F4D1QS,5,15,25,N,N
205353,R1DY6PFUM4PNUY,1,106,113,N,Y
205557,R2AWJJM04EJ0RM,5,69,74,N,Y
205770,R103R6QN8KGLEP,5,25,26,N,Y
206939,RKY6DZIB336UW,5,17,20,N,N
206979,R355045SY4Z106,3,50,59,N,Y
207000,R19G7VO5VXUUJQ,5,32,35,N,Y
207601,R2GL5QJSAJ3W0X,5,35,35,N,Y
208048,RD6THMOJ75GSK,5,40,43,N,Y
208111,R1Y875KPP5CRZY,5,22,23,N,Y
209422,R2CPVXXOQ17CY3,5,55,68,N,Y
209599,R1T0FUKVQSKJ0R,5,37,38,N,Y
210300,RBKO7P6MCNOT1,5,101,101,N,Y
210542,R2ONDRY3BRLNRY,3,20,22,N,Y
210753,R1IQT27W4F9RNN,2,22,27,N,N
210769,R2J1CJ9ZQIMEW9,5,20,21,N,Y
211263,RAKL4839ON5YP,3,31,34,N,Y
211420,RVJXUS3OK4GR1,4,23,25,N,N
211620,R2XR4NGSPMI10M,5,23,23,N,Y
211920,R3JU5UV2CXL5ZX,4,39,43,N,Y
212032,R36JQY5WH3K20S,5,26,27,N,Y
212542,RJPY1D43RULIU,2,68,74,N,Y
212680,R27IB641UMOBRK,1,35,37,N,N
212760,R215CPL65E9CED,5,255,271,N,Y
213398,RNCV8ZJLRFV4Y,5,20,20,N,Y
213482,R2TZX2LCP72OF2,5,64,65,N,Y
213525,RQQKHUHTZILJQ,5,27,30,N,N
214046,R3WNRM2YZ2BZC,4,48,51,N,Y
214430,RM954EXS07IB2,5,42,44,N,N
214499,R1ZUQVGT06LN0C,4,60,67,N,Y
214709,R1ATLC94AL2P3E,5,32,32,N,Y
215009,R1PV47P2DDS9G8,1,27,27,N,Y
215457,RCS4UU5YBO428,5,24,24,N,Y
215973,R128U2SFPN1UC3,3,21,23,N,N
216093,R3ECZAYI79MLKR,2,18,20,N,Y
216400,R27S13AUFKY5IL,5,20,23,N,Y
216433,R1I2NZKFPTX5XB,5,30,30,N,Y
216797,R2EXPFDDKO22WZ,1,26,28,N,Y
216819,R31VP6V8491EO0,3,28,30,N,Y
217192,R2MI77CHP7FPNS,5,37,38,N,Y
217365,RK4RGWT64ZK76,5,25,27,N,Y
218271,R2MIDO1WFYNO8U,5,18,21,N,Y
218319,R1F9WA0O4TWU5C,5,23,24,N,Y
218425,R324DRNZJFIQI4,5,37,37,N,Y
219187,RXHRBS4CJ28U1,5,22,23,N,Y
219631,R19TVQGVH2J4DX,2,137,165,N,Y
219704,R3HY2YGBXO00W8,5,27,27,N,Y
219973,RX8Q7LRLG5DZR,5,47,47,N,Y
220328,R3LU6XKKN56G2O,4,19,22,N,Y
220345,R18R8A0D25MW64,2,61,70,N,Y
221794,R58O87VG8USYI,2,20,22,N,Y
221985,R6J5WBLNJU8LL,5,29,31,N,Y
222088,RU7HR5KM48VVS,5,20,23,N,N
222286,R2PKNIYDS9HBOY,3,36,38,N,N
222927,R3I5PYX1X1SBR8,1,55,58,N,Y
223371,RDAEZ1CL7PIP8,1,24,28,N,Y
223798,R2HH09EXZFYU58,5,100,107,N,Y
224269,R21GL9FEPEC9BT,5,29,30,N,Y
224327,R172LY0WF9JXQV,5,22,23,N,Y
224704,R1WCRCOV4QPUDH,5,38,39,N,Y
224928,R21Z1LRNGG4A6B,4,15,20,N,N
225018,R3ED4B8LR343DQ,5,21,25,N,Y
225151,R5Z780UEU1YTA,5,38,39,N,Y
225627,R1NJZ8C0N5I94H,5,18,21,N,Y
225962,R2M55GCG2817LY,1,79,94,N,Y
226052,R25GD7CBHBDLOG,3,31,35,N,Y
226461,RCECM1NKSRY4P,5,41,42,N,Y
226590,R3CJ5AUMK4JSBT,5,21,21,N,Y
227251,R3FPE6V77NXCJ,5,30,33,N,Y
227256,R275GJ7LQ93ONW,1,18,37,N,N
227632,R315LZD9LD45GM,3,53,56,N,N
228030,R23TGAWIEBL2JF,5,22,26,N,Y
228050,R1AWKZEJXM1YTB,5,26,27,N,Y
228399,R2F86W0DBC0X2S,4,33,34,N,Y
228549,R1Y0D9DDUNJWDF,4,65,65,N,Y
228585,R3MDNFYIX76PJR,5,109,111,N,Y
228858,REMQ74BOE9MS4,5,30,32,N,Y
229300,R18C65ON33GVOE,4,26,29,N,Y
229347,R1GDCWLV6VI2OR,5,34,34,N,N
229867,RU7IJSDDYVEY3,5,20,20,N,Y
230011,R26TUGTD6VH165,1,20,26,N,Y
230153,R18SMTOLQO16RR,5,23,27,N,Y
230254,R17XOR9P3DC4GM,5,80,88,N,Y
230353,RJWF0HSKISA74,5,26,26,N,Y
230628,RYRET6NP5PXF6,2,32,39,N,Y
230779,R11FEJT2UHR28W,1,32,34,N,Y
230972,RLJSGTQW23XLH,4,196,203,N,Y
231378,R1RIJ27Z192GY,2,15,20,N,Y
231772,RFGTDBOB0JSM7,5,172,193,N,Y
231802,R2LVKZULBPCCBA,5,20,20,N,Y
232006,R2M63PHDRLJJOY,4,21,21,N,Y
232382,RIBCLJT3NNUK8,1,82,94,N,Y
232471,RV1NUOD7K2GOW,5,55,55,N,Y
233135,R3KSXAK2KDMYZ,1,73,78,N,Y
233239,R22L9FAX909TWW,5,49,54,N,Y
233524,R3O8Y0PR4LL10I,4,34,36,N,N
233584,R2TIEOI5I4S74C,4,22,24,N,Y
233806,RR5R3KMOFYCW4,5,23,24,N,Y
234256,RXUKY7JPYIQ5S,5,79,81,N,Y
234493,R1SZBPMY23CPYQ,5,36,36,N,Y
234527,R2GWDOES14NB,4,26,26,N,Y
234554,RQEQ60W48BOEV,1,32,37,N,Y
235070,R18I43T1GDOQS4,5,24,26,N,Y
235187,R1L09LJ7CY89FE,2,22,23,N,Y
235336,R1E5Q7NCNAUBVM,5,256,266,N,Y
235363,R15NG8PML0PUCI,1,9,28,N,N
235375,R3S4FWPEJZLO1R,5,21,21,N,Y
235506,R2VUHWMA1S0N59,3,20,22,N,Y
236000,R2Q9P72FK6HY1G,5,52,54,N,N
236099,R23W6MEODGPRRB,2,27,27,N,N
236228,R11LNXFOO7X2Q9,5,37,41,N,Y
237245,R3LT76R0YZITE9,2,70,73,N,Y
237788,R2VLDGM2U5YDP9,3,26,30,N,Y
238362,R2A5H096DD888R,5,45,46,N,Y
238452,R11RSN4ABBI819,1,20,20,N,Y
238933,R1HEVK66V3QWV7,5,27,30,N,Y
238949,RMINLW9EDRGI5,5,41,42,N,Y
239160,R2MF8CFUQUBIR4,3,33,34,N,Y
239413,R2P3WGQPD70UMC,4,19,20,N,Y
240265,R2MSNWSIZA13SE,5,27,27,N,Y
240344,RUTLQ91TRHSRK,4,63,70,N,Y
240577,R2YHJI6SZETNDC,1,20,22,N,Y
240968,RVFAN8Z78OC9S,2,21,22,N,Y
241041,R3PRZS0F4R58T1,2,25,31,N,Y
241947,R2JGOXDKO2N2FI,1,15,20,N,N
242105,R1JMXKK66NZ6K3,1,32,35,N,Y
242461,R1KVNFBMSM54BH,4,1,23,N,N
242710,R3T13SWZU6BN3U,1,39,41,N,Y
243399,R24F33P489MXEY,5,18,20,N,Y
243451,R3R24YRGOOTWC1,1,20,22,N,Y
243474,R1XG4AKTO7KA3R,5,32,37,N,Y
243655,R1428GS5ED8NXZ,5,24,24,N,Y
243845,RL17959WYMDQO,5,208,223,N,Y
244112,R3RSIL8EGKI9GV,5,29,29,N,Y
244246,RTRODO4MLC9X4,5,20,22,N,Y
244425,R1UM07GD18A62W,5,22,23,N,Y
244440,R17HRDJWNY5F8Q,2,58,60,N,N
244979,REVLA58KGH7X2,1,54,60,N,Y
245097,RMWJPF8BH8TDP,5,40,42,N,Y
245117,R9PF3CWAUW7GR,1,56,59,N,Y
245441,R1FSFOSYE2HZJ,5,56,57,N,Y
245601,REEQ1FRITWJT0,5,22,22,N,Y
246412,R1F6HK59136W9R,5,20,21,N,Y
246852,R1E8GWLEDK5DP3,2,33,35,N,Y
247439,R2DVKJJ3J50XZC,5,40,46,N,Y
247826,R1983X0VLXWI2B,5,32,37,N,Y
248065,R1ETS2IPPGSKKY,4,111,125,N,Y
248239,R14CXB2XN9CKVC,5,49,49,N,Y
248362,R2E8N9GEFQF1IT,3,20,26,N,Y
248984,R5RDQC9OVIHME,4,16,21,N,Y
249055,R3RVZWBHXV9XX9,5,104,106,N,Y
249106,RTWZR6S724I21,5,22,23,N,Y
249452,R5NZ88Z75N40W,1,36,38,N,N
249744,R2YARFSOTSPD1W,5,405,417,N,Y
249895,RRF482ZATBAIT,1,49,51,N,Y
250042,R12T3MMU5E6SV3,2,20,22,N,N
250062,RNDRGRIFABJGZ,1,19,26,N,Y
250593,R2J52JW5ZHK978,1,21,26,N,N
250996,RREXI9YA8D37N,3,14,21,N,Y
251930,RCXYWRTT4XJ31,4,31,31,N,Y
251991,R3TGDQWQ4IWBF4,5,18,20,N,Y
252230,R3VHTLU5RRSNDT,5,20,20,N,N
252483,R1KL0GVCHFLY92,5,48,55,N,Y
253022,R1B0E9MBK1UROV,1,20,20,N,Y
253459,R1SXJ9ZYXXM7EE,5,42,43,N,Y
253626,R1X84EPG99R58U,1,117,122,N,Y
254657,RDCY8XRTB1NOF,3,39,40,N,Y
255899,R2CVN5MKHVI58M,1,144,156,N,Y
256232,R1EWS7842VK2J7,5,23,28,N,Y
256626,R3GQV9ZR3KSWEZ,1,41,56,N,Y
256761,R3DWSI3W8K3I1Q,5,105,108,N,Y
256820,R3KKR2BS17XSPV,5,21,21,N,Y
256830,RO91J6N3R7XWJ,5,29,32,N,Y
257366,RYSEF4GDGOEFW,5,28,29,N,N
257498,RUFH0PTDBHRFF,5,119,123,N,Y
257578,R2V5U4FT38F8XX,4,33,37,N,Y
257581,R2J2EMBHGHJAX,3,18,20,N,Y
258197,R3VB39PGRLH3AO,1,25,30,N,Y
258528,R2W26G9U87V7N1,5,113,115,N,Y
258618,R1EOKWU5M085RI,5,21,21,N,Y
258920,R1VSWVNS2SO53I,5,54,57,N,N
258952,R2DN51K34DDHN8,5,24,24,N,Y
259589,RI0K0BT5YBXL9,5,25,29,N,Y
260186,RF3GIY1DPQ8QX,2,57,62,N,Y
260457,RNF2TR58EDWC4,5,25,27,N,N
260737,R28PEI1K1PBJQ5,4,30,31,N,Y
260794,R1ZW1ZM591XJ7M,2,40,40,N,Y
260803,R2KJRYKBH8CM94,1,68,68,N,N
261094,R24D0IHVL52NLI,4,25,26,N,Y
261105,RICJWP37L1PS3,1,19,21,N,Y
261384,R1D1R3SQRBR14E,4,25,25,N,Y
261593,RXG1LMCEJGBEA,5,24,25,N,Y
262056,R3RPO9UUTRLUCK,5,25,25,N,Y
262214,R11RCQ15U7GSE0,5,45,45,N,Y
262948,R2TCL80LP9NH13,4,19,21,N,Y
263220,R2CUETEVSX8DZ6,5,24,24,N,Y
263370,R23BCK6LZG262W,5,23,23,N,Y
263764,R3HKSEP84BU9CV,5,20,23,N,Y
265375,R1JGA6A0EX8S2P,5,29,29,N,Y
265940,R3OBRKB6V52OIO,3,26,26,N,Y
266059,RPYQTR2QRGTYF,5,19,24,N,Y
266465,R1APXVRXJT8B7F,5,24,25,N,Y
266490,R2BF44G7PIJ5SP,5,16,21,N,Y
266960,R27FWZ4IJCFX6Z,5,25,26,N,Y
267089,RL2XYZ6IKFSKC,5,19,21,N,Y
267675,R1S601RRUPDSI1,3,21,22,N,Y
267921,RL8G5ENC0WMY0,5,33,36,N,N
268158,R26J39FCMM6PA2,5,19,20,N,Y
268236,R3QGK87N45NAXB,5,43,44,N,N
268896,R2XHPNRMBA51AX,5,33,38,N,Y
270039,R2L5URWYJJD4IY,5,43,45,N,Y
270104,R3IRATL0YSPKCB,5,27,28,N,Y
270349,R2N45ZKRRZS856,5,21,22,Y,N
271003,R11XTV2W0P8Q51,3,60,60,N,Y
271022,R1JTTAGYYT5S5A,1,23,23,N,Y
271310,R66A6JE0VLEV5,1,8,21,N,Y
271377,R2M861N6T6ZTYR,5,26,28,N,Y
271419,RDTDTK8B08QDN,5,43,45,N,Y
271651,R20YIQ900F1UU4,4,32,33,N,Y
272121,R1DQAKVD9Z8I0N,5,24,24,N,Y
272314,R2I2QZXKTIFNJV,5,23,23,N,Y
272362,R2SCZ530IULB3U,3,37,37,N,Y
272858,RX70JSZAVWYNJ,1,28,32,N,Y
273175,R1U624YQ5PFW2I,4,47,47,N,Y
273210,RLR9T6N5ZIUZG,4,32,39,N,Y
273316,RM2PLJLKY2UBE,4,20,21,N,Y
273429,R1FF09PHR6ES2,2,101,103,N,Y
273998,R30O89ZI613TPM,3,55,59,N,Y
274107,R1VX3LLJW9DXRQ,5,42,42,N,Y
274146,RP8BBP2B5EUHG,3,25,26,N,Y
274310,R37S8KUL8S8C3S,5,45,47,N,Y
274380,R3KH14H7VMQO4T,3,130,131,N,Y
274980,R23TAGZJTUQBLK,4,20,23,N,Y
276003,R2CYXQ5WA20J66,4,18,21,N,Y
276127,RKL81YFJPZI2A,3,106,109,N,Y
276240,R3W3IN3625XFGN,1,16,21,N,N
276568,R1S0S0YSTVAFYK,4,30,34,N,Y
276765,R3TINDE58NAJJF,5,35,35,N,Y
276891,R38DKFXW6VBAO5,5,31,32,N,N
277037,R2DPXCK4Y4WL3D,1,25,26,N,Y
277790,R15LM4L1Q92WXA,3,33,33,N,Y
277948,RHT5XCYZV4QA9,5,108,124,N,N
278138,R39OGLHKZID4B,5,147,152,N,Y
278193,R28ML60Z3QE1W2,3,27,27,N,Y
278810,R3N4VTZZX7YQZM,5,34,34,N,Y
279104,R2HLQCHSQ7JGCA,5,25,25,N,Y
279403,R17S464PT51O0O,4,64,66,N,Y
279534,R33Q9D44OMHNME,5,20,20,N,Y
279863,R38J07EPLO2MXV,4,30,33,N,Y
